Identity,Link,Location,Area,Beds,Baths,Price,Accessible by Road,Balloted,Boundary Lines,Boundary Wall,Corner,Disputed,Electricity,File,Land Fertility,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Nearby Water Resources,Park Facing,Perimeter Fencing,Possesion,Security Staff,Sewerage,Sui Gas,Tube Wells,Water Supply,Distance From Airport (kms)
Residential Plot 47235032,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_23_prime_location_125_square_yards_residential_plot_available_for_sale_in_bahria_town_-_precinct_23_karachi-47235032-10036-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 23 Residential Plots,125.0,0.0,0.0,3800000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47311806,https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_50_500_sq_yard_plot_available_for_sale_in_precinct_50_bahria_town_karachi-47311806-12069-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Paradise Residential Plots > Bahria Paradise - Precinct 50 Residential Plots,500.0,0.0,0.0,8000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47305206,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_30_250_square_yards_plot_up_for_sale_in_bahria_town_karachi_precinct_30-47305206-10044-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 30 Residential Plots,250.0,0.0,0.0,4000000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47286546,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_16_250_square_yards_plot_up_for_sale_in_bahria_town_karachi_precinct_16-47286546-10027-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 16 Residential Plots,250.0,0.0,0.0,6000000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47302048,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_16_residential_plot_for_sale_in_bahria_town_-_precinct_16_karachi-47302048-10027-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 16 Residential Plots,272.0,0.0,0.0,6800000.0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1.0
Residential Plot 46843712,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_16_corner_west_open_plot_for_sale-46843712-10027-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 16 Residential Plots,404.0,0.0,0.0,12000000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47107844,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_27_125_square_yards_plot_up_for_sale_in_bahria_town_karachi_precinct_27-47107844-10040-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 27 Residential Plots,125.0,0.0,0.0,2500000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 46570427,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_1_to_sale_you_can_find_spacious_residential_plot_in_bahria_town_-_precinct_1-46570427-10007-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 1 Residential Plots,250.0,0.0,0.0,12000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Commercial Plot 19612636,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_jinnah_avenue_bahria_town_jinnah_avenue_commercial_plot_for_sale-19612636-13847-2.html,Karachi Commercial Plots > Bahria Town Karachi Commercial Plots > Bahria Town - Jinnah Avenue Commercial Plots,500.0,0.0,0.0,385000000.0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47264156,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_34_this_is_your_chance_to_buy_residential_plot_in_bahria_town_-_precinct_34_karachi-47264156-11873-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 34 Residential Plots,250.0,0.0,0.0,4700000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47137171,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_9_prime_location_ideal_residential_plot_for_sale_in_bahria_town_-_precinct_9-47137171-10017-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 9 Residential Plots,56789.01234,0.0,0.0,27000000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47178095,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_1_prime_272_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47178095-10007-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 1 Residential Plots,272.0,0.0,0.0,12500000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47230621,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_14_it_is_a_great_investment_option_is_125_sq_yard_plot_available_for_anyone_looking_to_invest_in_bahria_town_karachi-47230621-10024-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 14 Residential Plots,125.0,0.0,0.0,3500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46369321,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_34_unoccupied_prime_location_residential_plot_of_250_square_yards_is_available_for_sale_in_bahria_town_karachi-46369321-11873-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 34 Residential Plots,250.0,0.0,0.0,4900000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47042865,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_15_125_yards_residential_plot_for_sale_in_bahria_town_precinct_15-47042865-10025-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots,125.0,0.0,0.0,2600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46978804,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_17_sale_the_ideally_located_residential_plot_for_an_incredible_price_of_pkr_rs_21000000-46978804-10028-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 17 Residential Plots,56789.01234,0.0,0.0,21000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47182121,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_27_precinct_27_125_square_yards_plots_for_sale_in_bahria_town_karachi-47182121-10040-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 27 Residential Plots,125.0,0.0,0.0,2700000.0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 44163255,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_17_precinct_17_500_sq_yds_plot_available_for_sale_at_good_location_of_bahria_town_karachi-44163255-10028-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 17 Residential Plots,500.0,0.0,0.0,17000000.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1.0
Residential Plot 47089560,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_40_250_square_yards_residential_plot_for_sale_in_bahria_town_-_precinct_40-47089560-11874-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 40 Residential Plots,56789.01234,0.0,0.0,6000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 46752464,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_9_prime_location_residential_plot_for_sale_in_beautiful_bahria_town_-_precinct_9-46752464-10017-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 9 Residential Plots,500.0,0.0,0.0,15000000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 46903347,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_18_precinct_18_bahria_town_karachi_a_very_unique_location_farm_house_plot_mansion_of_1000_sq_yd-46903347-10029-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 18 Residential Plots,1000.0,0.0,0.0,21000000.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.0
Residential Plot 47245776,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_23_prime_125_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47245776-10036-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 23 Residential Plots,125.0,0.0,0.0,2500000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 46788509,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_33_low_budget_plot_for_sale_in_bahria_town_karachi-46788509-11857-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 33 Residential Plots,500.0,0.0,0.0,4500000.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.0
Residential Plot 47314559,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_24_125_square_yards_plot_up_for_sale_in_bahria_town_karachi_bahria_precinct_24-47314559-10037-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 24 Residential Plots,125.0,0.0,0.0,2200000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47138176,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_1_affordable_prime_location_residential_plot_for_sale_in_bahria_town_-_precinct_1-47138176-10007-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 1 Residential Plots,56789.01234,0.0,0.0,12200000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1.0
Residential Plot 47101430,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_33_p33_plot_for_sale-47101430-11857-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 33 Residential Plots,500.0,0.0,0.0,3800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47230403,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_17_prime_500_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47230403-10028-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 17 Residential Plots,500.0,0.0,0.0,13000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47264111,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_6_good_272_square_yards_residential_plot_for_sale_in_bahria_town_-_precinct_6-47264111-10014-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 6 Residential Plots,272.0,0.0,0.0,8000000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47311740,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_30_it_is_a_great_investment_option_is_250_sq_yard_plot_available_for_anyone_looking_to_invest_in_bahria_town_karachi-47311740-10044-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 30 Residential Plots,250.0,0.0,0.0,4800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47231524,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_32_prime_272_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47231524-11687-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 32 Residential Plots,272.0,0.0,0.0,4000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47079493,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_33_prime_location_bahria_town_-_precinct_33_residential_plot_sized_500_square_yards-47079493-11857-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 33 Residential Plots,56789.01234,3.0,3.0,4600000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47203903,https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_it_is_a_great_investment_option_is_125_sq_yard_plot_available_for_anyone_looking_to_invest_in_bahria_town_karachi-47203903-10023-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots > Bahria Town - Ali Block Residential Plots,125.0,0.0,0.0,4200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46908853,https://www.zameen.com/Property/bahria_town_karachi_bahria_greens_75_yards_plot_greens_for_sale_in_bahria_town_karachi-46908853-19066-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Greens Residential Plots,75.0,0.0,0.0,1150000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1.0
Residential Plot 47260172,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_8_spacious_residential_plot_is_available_for_sale_in_ideal_location_of_bahria_town_-_precinct_8-47260172-10016-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 8 Residential Plots,272.0,0.0,0.0,8500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47234576,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_10-b_precient_10_b_plot_is_available-47234576-18126-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 10-B Residential Plots,125.0,0.0,0.0,3600000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0
Residential Plot 47089555,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_21_residential_plot_of_250_square_yards_in_bahria_town_-_precinct_21_is_available-47089555-10034-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 21 Residential Plots,56789.01234,0.0,0.0,4000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47262677,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_1_stunning_and_affordable_residential_plot_available_for_sale_in_bahria_town_-_precinct_1-47262677-10007-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 1 Residential Plots,250.0,0.0,0.0,11200000.000000002,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47246339,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_8_250_sq_yard_plot_available_for_sale_in_precinct_8_bahria_town_karachi-47246339-10016-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 8 Residential Plots,250.0,0.0,0.0,7500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46622303,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_8_precinct_8_272_sq_yds_pot_available_for_sale_at_good_location_f_bahria_town_karachi-46622303-10016-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 8 Residential Plots,272.0,4.0,5.0,8000000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47279015,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_7_get_in_touch_now_to_buy_a_residential_plot_in_karachi-47279015-10015-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 7 Residential Plots,1000.0,0.0,0.0,15500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47089567,https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_prominently-located_residential_plot_available_in_bahria_town_-_ali_block_for_sale-47089567-10023-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots > Bahria Town - Ali Block Residential Plots,56789.01234,0.0,0.0,5800000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 41696126,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_4_precinct_4_best_plot_for_residential_plot-41696126-10013-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 4 Residential Plots,500.0,0.0,0.0,14000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47303998,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_7_prime_location_1000_square_yards_residential_plot_available_for_sale_in_bahria_town_-_precinct_07-47303998-10015-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 7 Residential Plots,1000.0,0.0,0.0,21000000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47089243,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_1_your_search_for_prime_location_residential_plot_in_karachi_ends_here-47089243-10007-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 1 Residential Plots,56789.01234,0.0,0.0,14000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47142421,https://www.zameen.com/Property/bahria_town_precinct_15_bahria_town_-_precinct_15-b_find_your_ideal_residential_plot_in_karachi_under_rs_3200000-47142421-10697-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots > Bahria Town - Precinct 15-B Residential Plots,56789.01234,0.0,0.0,3200000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47279047,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_41_get_your_dream_residential_plot_in_bahria_town_-_precinct_41_karachi-47279047-11875-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 41 Residential Plots,500.0,0.0,0.0,3200000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47267912,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_34_precinct_34_250sq_yards_plots_available_for_sale-47267912-11873-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 34 Residential Plots,250.0,0.0,0.0,4200000.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47260124,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_9_ready_to_buy_a_residential_plot_in_bahria_town_-_precinct_9_karachi-47260124-10017-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 9 Residential Plots,500.0,0.0,0.0,15500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 46694755,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_1_precinct_1_good_location_plot_available_for_sale_at_good_location_of_bahria_town_karachi-46694755-10007-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 1 Residential Plots,272.0,0.0,0.0,13500000.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1.0
Residential Plot 46965593,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_29_prime_500_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-46965593-10043-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 29 Residential Plots,500.0,0.0,0.0,8000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47189567,https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_51_stunning_prime_location_residential_plot_is_available_for_sale_in_bahria_paradise_-_precinct_51-47189567-12070-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Paradise Residential Plots > Bahria Paradise - Precinct 51 Residential Plots,500.0,0.0,0.0,8500000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47279050,https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_51_500_square_yards_residential_plot_in_bahria_paradise_-_precinct_51_for_sale-47279050-12070-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Paradise Residential Plots > Bahria Paradise - Precinct 51 Residential Plots,500.0,0.0,0.0,8200000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47142450,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_34_a_prime_location_residential_plot_of_272_square_yards_in_bahria_town_-_precinct_34-47142450-11873-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 34 Residential Plots,56789.01234,0.0,0.0,4500000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47286175,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_23_it_is_a_great_investment_option_is_125_sq_yard_plot_available_for_anyone_looking_to_invest_in_bahria_town_karachi-47286175-10036-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 23 Residential Plots,125.0,0.0,0.0,2300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47240113,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_29_residential_plot_for_sale_in_bahria_town_-_precinct_29_karachi-47240113-10043-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 29 Residential Plots,500.0,0.0,0.0,9500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47295278,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_4_prominently-located_prime_location_500_square_yards_residential_plot_available_in_bahria_town_-_precinct_4-47295278-10013-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 4 Residential Plots,500.0,0.0,0.0,20000000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Commercial Plot 46982703,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_2_commercial_plot_available_in_precinct_2_near_sports_complex-46982703-10010-2.html,Karachi Commercial Plots > Bahria Town Karachi Commercial Plots > Bahria Town - Precinct 2 Commercial Plots,133.0,0.0,0.0,25400000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
Residential Plot 46968327,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_7_corner_west_open_with_580_yards_extra_land_near_the_masjid_and_park-46968327-10015-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 7 Residential Plots,1000.0,0.0,0.0,28000000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47246335,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_20_500_sq_yard_plot_available_for_sale_in_precinct_20_bahria_town_karachi-47246335-10032-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 20 Residential Plots,500.0,0.0,0.0,5500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47215835,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_33_500_sq_yard_plot_available_for_sale_in_precinct_33_bahria_town_karachi-47215835-11857-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 33 Residential Plots,500.0,0.0,0.0,4000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47301906,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_17_500_square_yards_plot_up_for_sale_in_bahria_town_karachi_precinct_17-47301906-10028-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 17 Residential Plots,500.0,0.0,0.0,16000000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47177506,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_2_prime_location_152_square_yards_residential_plot_for_sale_in_beautiful_bahria_town_-_precinct_2-47177506-10010-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 2 Residential Plots,56789.01234,0.0,0.0,7500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47229985,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_14_125sq_yd_plot_at_precinct-14_jinnah_face_plots_available_for_sale_best_for_investment_purpose-47229985-10024-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 14 Residential Plots,125.0,0.0,0.0,4400000.0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1.0
Residential Plot 47198481,https://www.zameen.com/Property/karachi_bahria_town_karachi_500yard_residentonal_ready_construcation_plot_near_rafi_staidium-47198481-8298-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots,500.0,0.0,0.0,6300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
